,title,price,owner,accident,price_rating,mileage,drive_type,engine,transmission,fuel_type,mpg,exterior,interior
125,New 2021 Chevrolet Silverado 1500 4x4 Crew Cab LT,"39,283",,,,0,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",19 City / 22 Highway,Satin Steel Metallic - Gray
126,Used 2018 Jeep Compass 4WD Latitude,"19,899",Multiple Owners,No Accident / Damage Reported,GREAT,"19,767",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Laser Blue Pearlcoat,Black
127,Used 2018 Nissan Rogue SL,"23,461",One Owner,No Accident / Damage Reported,GREAT,"18,235",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Blue,Charcoal
128,Used 2020 Nissan Altima 2.0 Platinum,"26,490",One Owner,No Accident / Damage Reported,GREAT,"2,849",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,25 City / 34 Highway,Pearl White Tricoat,Light Gray
129,Certified 2020 Nissan Altima 2.0 Platinum,"26,890",One Owner,No Accident / Damage Reported,GREAT,"2,497",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,25 City / 34 Highway,Blue,Charcoal
130,Used 2019 Nissan Frontier PRO-4X,"29,390",One Owner,No Accident / Damage Reported,GREAT,"3,318",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,5',15 City / 21 Highway,White
131,Used 2017 Dodge Charger SXT,"23,234",Multiple Owners,No Accident / Damage Reported,GREAT,"35,821",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Go Mango,Black
132,Used 2017 MAZDA MX-5 Miata RF Grand Touring,"24,995",One Owner,No Accident / Damage Reported,GREAT,"3,638",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,Machine Gray,Auburn
133,Used 2017 Jeep Wrangler 4WD Sport,"26,995",Multiple Owners,No Accident / Damage Reported,GREAT,"17,481",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,16 City / 21 Highway,Black Clearcoat,Black
134,Certified 2019 Honda Fit LX,"15,741",One Owner,No Accident / Damage Reported,GREAT,"3,708",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,33 City / 40 Highway,Platinum White,Black
135,Certified 2017 Honda Civic EX Sedan,"18,276",One Owner,No Accident / Damage Reported,GREAT,"22,435",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Rallye Red,Black
136,Certified 2019 Honda Civic EX Coupe,"20,298",One Owner,No Accident / Damage Reported,GREAT,"5,681",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Platinum White Pearl,Ivory
137,Used 2015 Honda CR-V AWD Touring,"21,816",One Owner,No Accident / Damage Reported,GREAT,"44,193",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 32 Highway,White Diamond Pearl,Beige
138,Certified 2018 Honda Civic Si Sedan,"22,832",One Owner,No Accident / Damage Reported,GREAT,"13,258",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,28 City / 38 Highway,Red,Black
139,Used 2016 Toyota Highlander Limited Platinum,"30,499",Multiple Owners,No Accident / Damage Reported,GREAT,"43,265",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Blizzard Pearl,Black
140,Used 2018 Toyota Highlander SE,"33,699",One Owner,No Accident / Damage Reported,GREAT,"15,029",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,20 City / 26 Highway,Toasted Walnut Pearl,Black
141,Certified 2018 Honda Odyssey Touring,"34,126",One Owner,Accident / Damage Reported,GREAT,"15,742",2 wheel drive - front,6-Cylinder,10-Speed Automatic,Gasoline,19 City / 28 Highway,Deep Scarlet Pearl,Beige
142,Used 2014 Ford Taurus SEL,"14,990",Multiple Owners,No Accident / Damage Reported,GOOD,"27,433",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 28 Highway,White,Beige
143,Used 2013 Chevrolet Silverado 1500 LT,"22,990",Multiple Owners,No Accident / Damage Reported,GREAT,"68,708",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",13 City / 18 Highway,Silver
144,Used 2012 Toyota Tacoma 2WD Double Cab PreRunner,"24,990",One Owner,No Accident / Damage Reported,GREAT,"28,722",2 wheel drive - rear,6-Cylinder,5-Speed Automatic,Gasoline,5',17 City / 21 Highway,Silver
145,Used 2011 Chevrolet Tahoe LTZ,"24,990",One Owner,No Accident / Damage Reported,GREAT,"64,839",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,15 City / 21 Highway,Gray,Black
146,New 2020 GMC Terrain AWD SLE,"24,115",,,,8,All wheel drive,4-Cylinder Turbo,9-Speed Automatic,Gasoline,25 City / 28 Highway,Quicksilver Metallic - Gray,Jet Black Cloth
147,New 2020 Honda Civic LX Sedan,"20,288",,,,5,2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Lunar Silver,Black
148,Used 2017 Chevrolet Colorado 4x4 Crew Cab W/T,"25,200",One Owner,No Accident / Damage Reported,GREAT,"27,442",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Red
149,Used 2013 Toyota Tundra 4x4 Double Cab,"25,990",Multiple Owners,No Accident / Damage Reported,GREAT,"66,317",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'6""",14 City / 19 Highway,Gray
150,Used 2016 RAM 1500 Express,"26,590",One Owner,No Accident / Damage Reported,GREAT,"20,999",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",16 City / 23 Highway,Black
151,Used 2019 Dodge Challenger GT w/ Blacktop Package,"27,990",One Owner,No Accident / Damage Reported,GREAT,"4,471",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Red,Black
152,Used 2017 Ford F150 XLT,"28,590",One Owner,No Accident / Damage Reported,GREAT,"20,720",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"6'6""",18 City / 24 Highway,Gray
153,New 2020 Buick Enclave FWD Essence,"46,880",,,,"1,226",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 26 Highway,White Frost Tricoat - White,Shale With Ebony
154,Used 2018 Chevrolet Colorado LT,"28,990",Multiple Owners,No Accident / Damage Reported,GREAT,"20,050",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Silver
155,Used 2013 Toyota Tundra 4x4 Double Cab,"28,990",One Owner,No Accident / Damage Reported,GREAT,"23,490",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'6""",13 City / 17 Highway,Red
156,Used 2014 Chevrolet Silverado 1500 4x4 Regular Cab LT,"30,590",One Owner,No Accident / Damage Reported,GOOD,"32,911",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,8',17 City / 22 Highway,Black
157,Used 2014 Toyota Tundra 4x4 Double Cab SR5,"30,990",Multiple Owners,No Accident / Damage Reported,GREAT,"49,139",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'6""",13 City / 17 Highway,Red
158,Used 2018 Chevrolet Silverado 1500 LT w/ Z71,"31,990",One Owner,No Accident / Damage Reported,GREAT,"15,434",4 wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",17 City / 22 Highway,Black
159,Used 2017 Chevrolet Silverado 1500 LT w/ Z71,"31,990",One Owner,No Accident / Damage Reported,GREAT,"15,492",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",16 City / 22 Highway,Red
160,Used 2014 Ford F150 FX4,"32,990",Multiple Owners,No Accident / Damage Reported,GREAT,"43,028",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,14 City / 19 Highway,Red,Black
161,Used 2017 Jeep Wrangler 4WD Unlimited Sport,"32,990",One Owner,No Accident / Damage Reported,GREAT,"26,451",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Blue,Black
162,Used 2014 GMC Sierra 1500 2WD Crew Cab SLT,"33,590",Multiple Owners,No Accident / Damage Reported,GREAT,"46,145",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",16 City / 23 Highway,Blue
163,Used 2020 Jeep Wrangler 4WD Unlimited Sport,"37,990",One Owner,No Accident / Damage Reported,GREAT,"2,670",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,17 City / 23 Highway,Black,Black
164,Used 2018 Toyota Tundra 4x4 CrewMax SR5,"43,590",Multiple Owners,No Accident / Damage Reported,GREAT,"15,251",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Gray
165,Used 2016 Kia Soul +,"12,738",Multiple Owners,No Accident / Damage Reported,GREAT,"56,771",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 31 Highway,White,Black
166,Used 2017 Kia Sorento LX,"17,999",One Owner,No Accident / Damage Reported,GREAT,"33,859",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 25 Highway,Sangria,Satin Black
167,Used 2017 Kia Sedona LX,"18,698",One Owner,Accident / Damage Reported,GREAT,"29,122",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,White,Camel
168,Used 2020 Nissan Altima 2.5 S,"18,758",One Owner,Accident / Damage Reported,GREAT,"13,911",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 39 Highway,Gray,Charcoal
169,Used 2020 Kia Soul EX,"19,450",One Owner,No Accident / Damage Reported,GREAT,"4,489",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Solar Yellow,Black/Gray
170,Used 2020 Hyundai Sonata SEL Plus w/ Tech Package,"22,900",One Owner,No Accident / Damage Reported,GREAT,"9,906",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 36 Highway,Hampton Gray,Black
171,Used 2020 Kia Sedona LX,"25,295",One Owner,No Accident / Damage Reported,GREAT,"4,744",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 24 Highway,Silky Silver,Gray
172,Used 2017 Cadillac XT5 AWD Luxury,"26,997",One Owner,No Accident / Damage Reported,GREAT,"34,379",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 26 Highway,Gray,Jet Black
173,Used 2017 Ford Explorer 4WD XLT,"26,980",Multiple Owners,No Accident / Damage Reported,GREAT,"44,249",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Shadow Black,Ebony Black
174,New 2021 GMC Acadia AWD Denali,"50,750",,,,271,All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 25 Highway,White Frost Tricoat - White,Jet Black Leather
175,New 2020 Chevrolet Trax FWD LT w/ 1LT,"17,144",,,,1,2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 31 Highway,Summit White - White,Jet Black/Light Ash Gray Cloth
176,Used 2011 Toyota Prius Three,"9,999",Multiple Owners,No Accident / Damage Reported,GREAT,"80,709",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,51 City / 48 Highway,White
177,Used 2017 Ford Fiesta SE Hatchback,"10,663",Multiple Owners,Accident / Damage Reported,GOOD,"26,687",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,27 City / 37 Highway,Ingot Silver Metallic,Charcoal Black
178,Used 2017 Ford Focus SE Sedan,"11,965",One Owner,No Accident / Damage Reported,GREAT,"44,114",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Magnetic Metallic,Charcoal Black
179,Used 2019 Ford Fiesta S Sedan,"12,488",One Owner,No Accident / Damage Reported,GOOD,"7,803",2 wheel drive - front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,27 City / 37 Highway,Ingot Silver Metallic,Charcoal Black
180,Used 2011 Lincoln MKZ,"12,588",Multiple Owners,Accident / Damage Reported,,"26,256",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 26 Highway,White Platinum Metallic Tri-Coat,Dark Charcoal
181,New 2020 GMC Terrain FWD SLE,"31,465MSRP",,,,7,2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 30 Highway,Quicksilver Metallic - Gray,Jet Black Cloth
182,Used 2018 Dodge Journey FWD SE,"13,977",One Owner,No Accident / Damage Reported,GREAT,"75,629",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,19 City / 25 Highway,Vice White,Black
183,Used 2015 Jeep Compass Latitude,"15,477",Multiple Owners,No Accident / Damage Reported,GOOD,"26,670",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 27 Highway,True Blue Pearlcoat,Dark Slate Gray
184,Used 2019 Ford EcoSport 4WD S,"15,977",One Owner,No Accident / Damage Reported,GREAT,"13,144",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Shadow Black,Medium Stone
185,Used 2013 Honda Accord EX-L,"15,989",One Owner,No Accident / Damage Reported,GOOD,"52,307",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 34 Highway,Modern Steel Metallic,Gray
186,Used 2016 Lincoln MKZ Hybrid,"17,434",Multiple Owners,No Accident / Damage Reported,GREAT,"46,137",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,41 City / 39 Highway,Luxe Metallic
187,Used 2014 Ford Explorer 4WD XLT,"17,446",Multiple Owners,No Accident / Damage Reported,GREAT,"84,496",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Sterling Gray Metallic,Medium Light Stone
188,Used 2014 Ford Explorer 4WD XLT,"17,955",Multiple Owners,Accident / Damage Reported,GREAT,"77,586",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Sterling Gray Metallic,Charcoal Black
189,Used 2017 Ford Escape FWD Titanium,"18,499",One Owner,No Accident / Damage Reported,GREAT,"35,566",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
190,Used 2018 GMC Terrain FWD SLE,"18,557",One Owner,No Accident / Damage Reported,GREAT,"28,199",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 30 Highway,Red Quartz Tintcoat,Medium Ash Gray
191,Certified 2017 Ford Escape FWD Titanium,"18,922",One Owner,No Accident / Damage Reported,GREAT,"39,173",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Magnetic Metallic,Charcoal Black
193,Used 2018 Chevrolet Equinox FWD LT w/ 1LT,"18,977",One Owner,Accident / Damage Reported,GREAT,"23,894",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Storm Blue Metallic,Jet Black
194,Used 2018 Ford Escape FWD Titanium,"19,398",One Owner,No Accident / Damage Reported,GREAT,"29,484",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Ingot Silver Metallic,Medium Light Stone
195,Used 2015 Chevrolet Camaro LT Coupe w/ RS Package,"19,862",Multiple Owners,Accident / Damage Reported,GOOD,"49,147",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Ashen Gray Metallic,Black
196,Used 2017 Chevrolet Malibu Premier w/ 2LZ,"19,954",One Owner,Accident / Damage Reported,GREAT,"40,774",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,22 City / 33 Highway,Nightfall Gray Metallic,Dark Atmosphere/Loft Brown
197,Used 2017 Ford Escape 4WD Titanium,"19,987",One Owner,Accident / Damage Reported,GREAT,"44,173",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Ruby Red Metallic Tinted Clearcoat,Charcoal Black
198,Used 2020 Ford Fusion SE,"20,445",Multiple Owners,No Accident / Damage Reported,GOOD,"2,245",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Agate Black Metallic,Ebony
199,Used 2020 Ford Fusion SE,"20,477",Multiple Owners,No Accident / Damage Reported,GOOD,"3,900",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Iconic Silver Metallic,Ebony
200,Used 2020 Ford Fusion SE,"20,788",Multiple Owners,No Accident / Damage Reported,GOOD,"2,298",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Rapid Red Metallic Tinted Clearcoat,Ebony
201,Used 2018 Nissan Rogue SL,"22,995",One Owner,No Accident / Damage Reported,GREAT,"25,909",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Pearl White,Charcoal
202,Used 2015 Ford Expedition EL 2WD Limited,"24,989",Multiple Owners,No Accident / Damage Reported,GREAT,"73,870",2 wheel drive - rear,6-Cylinder Turbo,6-Speed Automatic,Gasoline,15 City / 21 Highway,Tuxedo Black Metallic,Dune
203,Used 2018 Ford Focus SE Hatchback,"14,990",One Owner,No Accident / Damage Reported,GOOD,"20,910",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,26 City / 38 Highway,White,1FADP3K23JL269807
204,New 2020 Ford Expedition Max 4WD Platinum,"74,554",,,,0,4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 21 Highway,Magnetic Metallic - Gray,Ebony Leather
205,Used 2015 Nissan Titan SV,"25,464",Multiple Owners,Accident / Damage Reported,GREAT,"59,243",4 wheel drive,8-Cylinder,5-Speed Automatic,Gasoline,"5'6""",12 City / 17 Highway,Brilliant Silver
206,Used 2013 Ford F150 FX4,"25,488",One Owner,Accident / Damage Reported,GREAT,"93,581",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,14 City / 19 Highway,Tuxedo Black Metallic,Black
207,Certified 2017 Ford Explorer FWD XLT,"26,689",One Owner,No Accident / Damage Reported,GREAT,"31,061",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 27 Highway,Canyon Ridge Metallic,Ebony Black
209,Certified 2016 Lincoln MKX AWD Reserve,"26,989",Multiple Owners,No Accident / Damage Reported,GREAT,"43,596",All wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 24 Highway,Ruby Red Metallic Tinted Clearcoat,Cappuccino
210,Used 2018 MINI Cooper Countryman S ALL4,"27,946",One Owner,No Accident / Damage Reported,GREAT,"20,854",All wheel drive,4-Cylinder Turbo,6-Speed Shiftable Automatic,Gasoline,21 City / 31 Highway,Light White,Carbon Black
211,New 2020 Chrysler Pacifica Touring-L,"40,430MSRP",,,,10,2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Billet Silver Metallic Clearcoat,Black/Alloy
212,Used 2014 Ford F150 SuperCrew Platinum,"28,977",Multiple Owners,No Accident / Damage Reported,GREAT,"78,743",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,14 City / 19 Highway,Tuxedo Black Metallic,Pecan
213,Used 2017 BMW X3 xDrive35i,"29,352",Multiple Owners,No Accident / Damage Reported,GREAT,"33,811",All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 26 Highway,Jet Black,Black
214,Used 2014 Ford F150 SuperCrew Platinum,"29,589",Multiple Owners,No Accident / Damage Reported,GREAT,"81,221",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,14 City / 19 Highway,White Platinum Metallic Tri-Coat,Black
215,Used 2014 GMC Sierra 1500 SLT,"29,995",Multiple Owners,No Accident / Damage Reported,GREAT,"86,806",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",16 City / 22 Highway,Iridium Metallic
216,Used 2018 Jeep Grand Cherokee 4WD Limited,"30,481",One Owner,Accident / Damage Reported,GREAT,"22,091",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Velvet Red Pearlcoat,Light Frost Beige/Black
217,Used 2016 Ford F150 XLT,"32,854",One Owner,No Accident / Damage Reported,GREAT,"57,888",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 23 Highway,Ingot Silver Metallic,Black
218,Used 2016 Dodge Challenger R/T Scat Pack,"32,947",One Owner,No Accident / Damage Reported,GOOD,"51,263",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,14 City / 23 Highway,Maximum Steel Metallic Clearcoat,Black
219,Used 2020 Ford Escape 4WD Titanium,"32,977",Multiple Owners,No Accident / Damage Reported,GOOD,"1,960",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Star White Metallic Tri-Coat,Sandstone
220,Used 2016 Ford F150 XLT,"34,989",One Owner,No Accident / Damage Reported,GREAT,"46,736",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 23 Highway,Blue Jeans Metallic,Medium Earth Gray
221,Certified 2018 Ford F150 XLT,"35,888",One Owner,No Accident / Damage Reported,GREAT,"24,093",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Magma Red Metallic
222,Used 2020 Toyota Sienna XLE Premium,"36,915",One Owner,No Accident / Damage Reported,GREAT,"10,014",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Blizzard Pearl,Bisque
